"L","R","F","M","C"
16.27,66,7,11809,0.77613007
18.6,42,13,13300,0.689109023
22.43,65,13,9529,0.961805016
73.43,4,10,10477,0.874731316
19.77,49,9,10298,0.88987182
27.07,39,11,11750,0.779889362
40.57,129,8,10719,0.854882918
15.37,29,15,18159,0.504615342
24,419,10,9800,0.935
17.2,8,8,16938,0.540933404
83.23,49,14,15392,0.595203352
50.5,38,8,15398,0.594959086
19.23,184,6,9425,0.971923607
24.47,327,8,11407,0.802989392
15.97,32,11,12124,0.755498185
35.47,7,14,13608,0.673103322
20.4,337,2,14561,0.628943754
62.17,154,5,7858,1.165426317
98.13,72,12,16807,0.54487654
73.5,101,4,8024,1.14128988
63.5,104,14,12632,0.724953293
90.07,11,14,13269,0.690060291
94.9,3,18,11141,0.821814918
67.9,1,9,14161,0.646469176
86.57,2,12,16524,0.553973009
16.43,122,10,12200,0.750304098
17.87,24,11,16753,0.546363636
60.87,19,8,10328,0.88625
92,85,10,14584,0.627617252
31.97,630,2,14199,0.644587647
21.3,92,12,13166,0.695096461
63.67,495,9,13575,0.674121547
30.73,244,8,12537,0.729888331
26.73,109,13,15348,0.596192338
15.5,2,7,10691,0.855821719
95.53,10,7,7333,1.247696713
40.77,178,6,12537,0.729735981
20.7,137,10,9489,0.964095268
72.8,9,18,11497,0.795683222
73.57,131,9,11885,0.769692049
36.73,5,9,16046,0.570095351
37.73,256,7,13769,0.664285714
34.2,26,10,12979,0.704540411
52.23,32,14,12604,0.72548318
80.17,13,13,15683,0.583045336
71.03,117,4,6353,1.439253896
101.63,3,9,13524,0.676093611
21.5,43,8,9350,0.97760107
13.63,49,9,14776,0.618558473
63.1,103,7,11359,0.804623646
49.23,55,10,11774,0.776231527
23.47,2,8,12368,0.738864812
27.87,8,14,15695,0.582206435
62.87,2,6,8423,1.084817761
63.9,2,9,11671,0.782905492
22.07,41,7,14549,0.628025981
25.27,192,6,12149,0.752020742
28.37,132,8,10797,0.846029453
34.03,196,5,11985,0.762142678
74.23,1,13,11990,0.761824854
74.5,53,9,14757,0.618948973
15.53,278,8,10342,0.883164765
21.3,57,10,10595,0.862052855
113.87,112,14,19972,0.457236131
27.1,388,8,9714,0.940024707
20.1,338,6,11516,0.792918548
36.43,68,12,14142,0.64565903
37.1,387,7,12001,0.760824098
44.97,62,9,11798,0.773884557
40.97,95,7,15643,0.583659145
30.2,58,12,12350,0.739277733
60.53,3,13,20788,0.439192322
28.57,119,19,12204,0.748058014
30.57,127,14,18974,0.481098345
26.73,39,9,13511,0.675613204
26.17,66,11,11694,0.780563537
27.33,86,10,15191,0.600811007
25.13,207,9,11083,0.823486421
53.53,65,5,9850,0.926536041
63.37,124,6,9606,0.949997918
64.53,23,10,13768,0.662800697
16.6,12,11,16416,0.555869883
41.17,134,6,14303,0.637959869
27.37,32,5,17438,0.523239477
15.77,252,5,11148,0.818447255
13.97,56,9,14265,0.639597617
15.8,422,5,15282,0.597029185
108.5,270,8,12066,0.756130449
54.73,531,5,6082,1.5
22.83,427,8,15048,0.60625
94.2,103,10,9736,0.936957683
53.3,205,8,9831,0.927873055
17.57,327,6,14372,0.634699416
17.53,113,9,12201,0.747610852
41.53,86,6,13284,0.686619994
39.83,2,9,16849,0.541309277
81.1,66,8,13508,0.675175452
101.73,141,10,9930,0.918207452
16.8,468,6,10060,0.906307157
28.27,310,8,9448,0.965008467
83.83,47,10,11051,0.824970591
97.9,145,11,13534,0.673491946
111.37,126,10,13914,0.655076901
51.7,175,10,14308,0.636988398
84.57,250,5,9851,0.925166988
53.93,317,5,14465,0.63
104.37,534,6,9952,0.915675241
92.93,2,3,11536,0.789908981
72.6,114,11,12073,0.754723764
103.37,145,7,9881,0.922143508
28.37,8,16,18482,0.492980197
28.83,116,9,15106,0.603078247
86.3,157,8,11561,0.787951734
22,77,11,12675,0.718689546
40.23,412,9,11840,0.769311655
92.1,85,9,10764,0.846199368
35.53,51,3,8013,1.136666667
24.7,9,13,11114,0.819512327
22.7,56,8,11264,0.80856179
20.6,55,9,17703,0.514444444
82.93,1,11,16030,0.568124766
20.43,337,8,13037,0.698504257
23.97,21,6,7500,1.214173333
102.73,86,14,14935,0.609588885
63.27,133,10,15490,0.587745642
35.57,35,21,12604,0.722315138
75.77,61,9,11735,0.775793779
41.2,139,12,14637,0.62196625
20,475,6,10400,0.875336538
23.97,83,12,14203,0.640927973
39.6,117,6,10479,0.86868308
40.9,224,8,12929,0.704069147
35.17,523,4,10773,0.844973545
15.07,73,9,16007,0.568676829
22.83,197,7,9933,0.916367663
94.47,182,11,14238,0.639275881
50.03,22,7,12987,0.700826211
35.47,101,13,11917,0.763741714
42.83,39,14,15580,0.584126444
32.27,40,13,14656,0.620932724
54.13,104,13,12737,0.714416268
78.07,143,8,13137,0.692639111
68.37,89,9,14434,0.630374809
36.77,209,9,9461,0.961710179
17.23,4,11,11753,0.774134264
29.17,41,8,10746,0.846654569
22.07,191,8,11579,0.785731065
75,89,8,12468,0.729649503
77.1,423,8,11807,0.770475142
23.83,508,10,13608,0.668496473
113.53,30,12,15737,0.578055538
42.07,126,9,10262,0.886454882
39.9,33,7,14879,0.611376437
75.4,244,12,12600,0.721952381
78.43,107,11,11166,0.81466595
67.67,120,10,13547,0.671425408
12.67,96,14,15421,0.589830102
90.3,67,13,15800,0.575646835
73.57,18,6,11911,0.763558056
96.1,109,12,16117,0.564268164
21,116,5,12563,0.723831887
73.7,86,5,10954,0.830064817
52.67,12,6,12966,0.701249422
34.43,8,9,14241,0.638444632
22.97,172,5,10244,0.887550761
24.87,13,15,13400,0.678476866
57.93,94,16,16162,0.562469991
16.53,238,5,7693,1.181617054
81.13,343,10,11710,0.776268147
49.2,142,10,10847,0.837897114
66.63,77,6,9865,0.921267106
34.5,117,10,13769,0.660015978
83.2,193,5,9835,0.924
74.83,381,8,13953,0.651293629
14.07,67,10,12919,0.703390355
23.63,79,12,11606,0.782932104
69.77,3,15,18913,0.48043938
15.7,161,7,12900,0.704257364
41.23,162,18,20313,0.447215576
71.5,36,10,11937,0.760980983
90.73,511,10,10183,0.892025926
36.7,142,9,10263,0.885029718
64.97,330,13,13266,0.684678878
72.7,19,13,14567,0.623494199
15.13,42,13,12625,0.719390891
17.87,8,8,16540,0.549081016
84.2,9,14,12488,0.727138053
52.77,254,8,16954,0.535579804
21.17,293,8,11957,0.759382788
19.2,49,8,7470,1.215452477
94.4,95,8,10944,0.829596126
36.03,262,4,13934,0.651521458
45.33,101,16,13289,0.683135676
82.57,307,2,9137,0.993521944
67.57,233,5,8233,1.102475404
67.07,34,13,10431,0.870159141
20.07,83,10,11762,0.771683387
54.87,27,11,16209,0.559959899
102.57,32,11,12419,0.730832595
103.83,7,8,14895,0.609304465
90.23,92,13,16855,0.538424206
32.47,97,7,13982,0.648960807
62.1,129,8,16000,0.567065625
32.3,19,9,15024,0.603880458
12.23,40,10,11764,0.771224923
24.03,140,5,15899,0.570601296
36.53,244,11,11024,0.8229209
21.77,35,23,16270,0.557581438
77.03,117,5,6964,1.302676623
85.23,49,9,10296,0.8810946
23.03,59,7,16340,0.555126683
91.87,107,8,12083,0.750609948
76.77,118,12,11196,0.81
34.9,22,8,14566,0.622596458
102.5,233,8,11088,0.817849026
29.97,1,10,13856,0.654465935
100.37,93,14,11185,0.810741171
23.9,18,13,15695,0.577710099
42.87,108,12,10548,0.859607509
40.1,223,6,11050,0.820551131
20.23,152,8,12060,0.751810116
46.93,329,7,11512,0.787582523
46.57,102,9,11069,0.819097479
19.03,135,8,15536,0.58358329
19.43,154,9,10588,0.856279751
19.67,73,9,19485,0.46528971
21.1,626,2,12088,0.75
12.9,193,4,11368,0.7975
13.7,119,9,11940,0.759279732
38.07,37,16,18027,0.502900649
47.83,70,11,15996,0.566749812
42.6,64,6,10950,0.82789589
89.47,50,8,11093,0.817120707
49.63,64,8,11531,0.786015957
45.27,21,14,13210,0.686103709
104.93,30,3,6294,1.44
20.97,86,11,16361,0.553942913
51.6,216,9,11852,0.764654067
54.03,533,12,9620,0.94206341
20.2,66,6,11275,0.803758758
23.9,45,8,12340,0.734354943
111.9,117,10,19231,0.471169986
85,16,14,13307,0.680851432
56.3,55,16,20275,0.4468291
26,226,8,10295,0.879923264
32.07,163,11,11251,0.805099102
12.43,47,8,12427,0.728820311
18,517,5,10524,0.860585329
14.8,47,15,13230,0.684545729
64.23,25,15,13704,0.660843549
23.6,492,5,11610,0.78
77.57,420,8,14674,0.617128936
33.47,15,13,17110,0.529263589
42.67,3,12,17616,0.514038374
93.83,269,12,15466,0.585479115
24.5,47,15,12666,0.714872888
59.97,18,12,12200,0.742165574
25.83,313,8,11154,0.81161915
37,144,9,13176,0.687060565
63.8,258,7,11436,0.791552116
14.4,14,10,15262,0.593110995
78.3,8,12,10646,0.850244223
86,18,9,16117,0.561607619
31.83,188,11,9845,0.91933164
51.4,6,9,12038,0.751849144
44.43,211,5,7579,1.194005806
52.6,20,8,9419,0.960716637
55.97,361,9,11051,0.818826351
98.13,165,8,12761,0.709087846
17.5,38,11,12990,0.6965204
41.3,135,6,12594,0.718378593
20.97,5,10,11527,0.784863364
90.5,157,9,11497,0.786907889
38.27,82,13,14075,0.64275595
96.73,88,9,14537,0.622308592
41.77,17,12,14536,0.622329389
25.07,97,7,14512,0.623344129
54.9,387,4,10292,0.878915663
31.03,13,7,9939,0.910071436
32.6,1,9,10986,0.823337885
82.53,266,4,16320,0.554235294
94.33,221,11,15821,0.571708489
29.83,282,12,15268,0.592366387
77.37,94,8,13109,0.689848196
39.67,143,11,10832,0.834855059
24.37,471,5,10884,0.830852628
13.3,177,6,11222,0.805775263
13.27,110,4,11995,0.753847436
109.07,32,12,12286,0.735953117
62.03,123,13,12033,0.751406964
107.2,215,8,10465,0.863904443
49.67,58,18,11666,0.774963141
53.47,425,10,10217,0.884799843
34.7,75,11,15001,0.602613826
105.5,128,11,10718,0.843352305
31.03,145,13,16048,0.56324838
31,249,9,12730,0.71000707
22.47,118,5,11546,0.782685779
40.6,279,4,6111,1.478703976
83.27,79,10,14046,0.64332123
24.9,193,18,11832,0.763682387
34.77,29,14,16204,0.557605529
51.23,130,8,10160,0.889255906
68.67,41,12,17009,0.531150567
64.63,151,8,12764,0.707677844
70.9,141,4,10223,0.883480387
102.7,172,7,6846,1.319149869
34.43,56,7,12472,0.724084349
45.63,257,6,13672,0.660522967
68.13,103,13,12072,0.747994533
69.87,441,10,15134,0.596636712
103.57,6,11,12904,0.699735741
24.83,11,9,16929,0.533333333
106.83,98,12,16423,0.549759484
18.6,257,9,13734,0.657370759
20.6,271,7,9814,0.919925616
84.33,20,8,10445,0.864260412
81.5,13,9,13670,0.660364301
89.27,91,14,12087,0.746841234
105.3,207,9,15786,0.571809198
64.77,117,4,11157,0.808926235
27.33,122,7,12544,0.719404496
45.3,3,7,9348,0.965266367
79.77,206,12,14587,0.618555563
42.37,43,7,15029,0.600362632
13.07,26,13,12533,0.719773398
22.6,88,7,10315,0.874508968
98.2,164,6,18337,0.491931614
42.83,59,7,11411,0.790502147
63.33,9,7,11502,0.784170579
19.23,56,13,11286,0.799160907
24.37,401,5,9019,1
18.77,307,11,10175,0.886363636
43.27,213,7,12845,0.702115998
77.43,30,16,15822,0.570003792
72.63,154,9,11153,0.808532233
33.63,11,21,13210,0.682629826
82.83,158,11,15076,0.598118201
28.63,28,16,19427,0.464125701
38.47,373,9,25214,0.357575157
71.37,20,9,14825,0.608093761
14.83,92,4,11597,0.777313098
14.1,258,3,10605,0.85
27.97,186,14,12850,0.701485603
41.87,38,7,14922,0.604078542
103.93,322,9,16241,0.555012007
17.57,264,10,13189,0.683393737
58.4,202,15,15028,0.599759116
75.03,2,17,16276,0.553753994
45.3,541,9,9400,0.958803191
55.93,215,5,13976,0.644804665
34.47,18,8,10243,0.879711022
67.97,606,2,9082,0.992165823
45.2,62,11,13446,0.670150231
103.43,205,13,12048,0.747869356
49.6,178,4,10706,0.841598169
72.7,158,6,8055,1.118577281
23.57,545,8,10218,0.88153259
52.4,349,10,13267,0.678925153
52.23,252,4,6262,1.438371127
99.57,44,7,10668,0.844296963
18.8,61,11,14522,0.620221733
83.43,44,6,10553,0.853432199
17.07,193,9,14947,0.602451328
43.87,29,9,12387,0.726937111
53.17,621,3,20010,0.45
14.13,82,8,9780,0.920644172
63.03,110,8,14271,0.630886413
27.37,17,9,9365,0.961365723
28.83,24,18,18270,0.492777778
74.77,334,3,17130,0.525569177
14.17,116,11,11921,0.755211811
37,221,13,16839,0.534614882
13.13,49,6,13575,0.663141068
52.47,66,17,16232,0.5545552
40.43,453,8,10996,0.818606766
45.23,18,6,13887,0.648182473
44.2,4,9,9962,0.9035264
24.7,26,15,16333,0.551059205
36,3,8,11709,0.768648049
49.33,148,14,19474,0.462146452
62.13,82,8,12740,0.706373626
67.17,33,10,11252,0.799757376
13.07,191,9,11517,0.781327603
76.23,262,12,13820,0.651087554
57.47,122,8,15164,0.593357953
24.37,199,10,10849,0.829239561
13.8,28,11,12516,0.718790348
67.9,582,7,11581,0.776767982
34.43,242,11,12779,0.703843024
27.53,113,8,9355,0.961444148
101.2,105,6,10694,0.841051057
29.13,252,11,12453,0.72225006
102.97,61,9,10948,0.821521739
78.97,200,4,8585,1.0474106
73.93,304,9,13303,0.675934
20.03,42,7,15101,0.595436064
82.03,3,14,15851,0.567190083
25.17,59,12,13038,0.689550545
17.7,241,8,12862,0.698916965
89,282,10,11440,0.785773601
87.63,212,11,10823,0.830512797
82.73,30,16,11990,0.74954045
52.43,233,13,9478,0.948135683
74.13,37,5,11610,0.774
50.2,491,7,9587,0.937321373
24.23,211,16,20928,0.429375
29.17,337,7,11364,0.790708377
68.1,67,8,12811,0.701356647
68.57,89,13,11914,0.754089307
33.2,14,8,12879,0.697491265
30.43,299,9,12198,0.736425644
13.63,145,11,12695,0.707554943
61.83,20,9,12796,0.701925602
97.97,2,8,13600,0.660424265
71.47,68,4,11736,0.765286299
84,188,10,11620,0.7728821
55.27,28,11,17467,0.514143242
46.83,178,7,11244,0.798621487
53.7,213,11,12813,0.70081948
33.07,77,16,11501,0.780655595
49.67,148,11,11008,0.815611374
105.93,306,11,8978,1
31.7,97,7,7128,1.259406566
23.4,34,10,14370,0.624688239
31,53,10,13997,0.641275988
12.47,67,11,10995,0.816291951
108.6,25,10,16194,0.554199704
81.13,17,13,13367,0.671398968
14.4,6,14,12564,0.714291627
37.27,25,10,13226,0.678537729
76.8,198,6,12184,0.736562705
74.37,237,6,12690,0.707175729
34.23,272,7,11748,0.763820225
73,80,11,12771,0.702634093
85.63,287,9,14888,0.602679339
89.83,173,3,6231,1.44
39.1,2,16,16277,0.551196166
71.7,142,8,12191,0.7359183
97,105,9,17909,0.500941984
53.13,29,8,17230,0.520652931
49.8,80,8,11025,0.813662585
45.3,48,13,13515,0.66372771
72.63,111,10,11801,0.760112702
36.87,674,4,11818,0.759003215
30.8,167,12,15593,0.57518566
17.43,186,11,15998,0.560617577
38.8,79,9,13771,0.651235204
59.47,2,16,10820,0.828778189
12.43,9,5,11238,0.797917779
47.93,29,10,12381,0.724227445
18.73,97,8,12986,0.690455876
48.2,90,9,13021,0.688513939
73.6,113,8,11723,0.764744519
27.83,3,12,11060,0.810551537
19.6,378,8,13104,0.684092643
16.9,46,10,17452,0.513649438
28.33,228,9,11697,0.766320424
23.73,284,8,13004,0.689280221
17.33,31,14,9660,0.927857143
15.03,29,6,12804,0.7
18.87,116,7,12369,0.724612337
106.03,25,13,11321,0.79167653
39.1,30,17,16079,0.557402202
44.67,155,17,15031,0.596225135
71.03,190,6,6546,1.369048274
29.37,82,9,10312,0.868942979
22.37,102,13,10845,0.826155832
69.83,324,6,7830,1.14412516
105.2,332,10,14885,0.601807188
84.53,193,14,15933,0.562216783
77.23,107,6,10657,0.840548935
72.57,11,9,12806,0.699331563
62.47,3,10,13891,0.644700885
41.53,68,8,12080,0.74134851
55.37,2,9,10280,0.871152724
25.3,528,5,12834,0.697779336
88.13,110,10,14784,0.605685877
29.63,135,5,13629,0.656981437
22.33,174,9,17482,0.512158792
14.6,153,11,12177,0.735270592
64.1,242,19,19175,0.466925684
23.67,36,12,12923,0.692760969
38.53,131,14,10422,0.858923431
76.53,72,8,12338,0.725522775
25.1,11,34,9163,0.976907126
43.27,159,8,10732,0.834070071
46.97,441,13,14223,0.629332771
69.97,125,7,10695,0.836900421
77.67,111,14,11976,0.747371409
65.8,25,7,13965,0.640893663
79.67,109,15,15556,0.575271278
40.73,117,6,11578,0.772902056
82.7,8,6,6790,1.317863034
57.63,60,11,11120,0.804497302
69.53,20,17,17816,0.502118321
29.2,332,11,12414,0.720565491
28.93,400,5,10054,0.889695644
102.77,116,5,8141,1.098743398
99.7,40,7,13144,0.680489957
61.57,10,18,18079,0.494731456
79.73,185,11,12244,0.730446749
25.07,187,7,12373,0.722802069
82.87,414,9,11027,0.810968532
26.43,81,11,12268,0.72892566
40.63,48,5,12795,0.698866745
47.27,156,9,16194,0.552178585
76.23,28,10,14991,0.596479888
92.47,193,7,11624,0.769251549
38.77,13,11,9701,0.921729719
93.7,109,9,10502,0.851377833
73,27,5,12421,0.719842203
30.17,66,8,15046,0.594242324
103.13,17,12,17517,0.510399041
26.53,7,8,13077,0.683690449
23.17,57,9,10697,0.835763298
39.1,677,2,16254,0.55
18.4,417,2,16254,0.55
14.5,422,2,16254,0.55
17.23,449,5,11610,0.77
34.97,37,11,12811,0.697805792
42.17,79,10,9719,0.919796275
84.63,119,17,10298,0.868031657
21.13,159,9,10097,0.885242151
68.03,32,6,10484,0.852552461
71.2,360,6,8122,1.100480177
39.1,3,8,13660,0.654292826
20.8,364,7,12460,0.717291332
22.37,14,10,18562,0.48140125
27.83,317,3,6173,1.447432367
49,151,9,12093,0.738853882
55.73,75,9,11006,0.811796293
33.53,163,11,14050,0.635881851
45.37,56,12,14470,0.617416033
102.13,1,15,15322,0.583082496
41.47,423,5,11154,0.800896539
26.5,49,7,14393,0.620659348
64.4,368,7,11780,0.75827674
48.87,469,8,10471,0.852941457
90.23,587,5,10385,0.86
37.9,691,2,5954,1.5
17.2,68,10,13165,0.678363084
20.77,541,5,15395,0.580064956
27.53,43,11,11158,0.800324431
40.23,257,7,10925,0.817377574
27.17,26,8,14397,0.620226436
65.43,324,10,13868,0.643870782
98.67,155,14,13540,0.659465288
16.4,278,6,13621,0.655540709
55.5,103,14,11869,0.75225714
51.5,94,9,10907,0.818598148
15.63,190,3,15148,0.589358331
75.33,32,12,15080,0.592013926
53.1,377,6,14568,0.612808896
13.97,2,5,15657,0.570173086
12.9,13,30,12183,0.7327366
14.33,33,3,11536,0.773822816
61.63,49,13,13729,0.650205405
39.9,36,9,14421,0.618993828
104.07,187,9,7114,1.254737138
100.6,594,5,9711,0.919174132
45.03,74,11,14318,0.623373376
19.9,359,5,10183,0.876460768
13.03,48,7,11741,0.760137978
19.93,400,12,10336,0.863428793
65.6,68,4,11368,0.785
45.7,16,15,13159,0.678152595
103,386,7,13772,0.647955998
78.43,156,12,12422,0.718323136
18.8,422,8,14750,0.604949153
50.33,108,13,13739,0.649452653
71.1,18,7,14608,0.610804354
24.93,179,5,9524,0.936854263
89.87,99,6,10838,0.823214615
94.43,222,11,10927,0.816497666
48.4,65,6,14356,0.621451658
15.07,37,7,13236,0.673873527
75.63,11,8,14720,0.605887228
104,31,20,13619,0.654809457
21.13,32,10,16975,0.525319588
55.43,71,7,11080,0.804804152
30,214,8,15936,0.559546938
55.33,82,7,13280,0.671409639
21.93,113,8,14121,0.631417038
50.03,5,17,11880,0.750522727
28.43,263,8,14563,0.612244043
37.93,116,10,11389,0.782854509
20.87,77,9,12195,0.731111111
13.53,187,11,11452,0.778544359
67.07,124,11,18853,0.472914125
71.1,158,19,11476,0.776842105
71.2,35,8,10181,0.875628131
14.73,34,8,11528,0.773272901
68,49,10,11624,0.766839298
88.3,10,14,19081,0.467152665
30.6,260,10,14068,0.633569093
74.43,272,10,13008,0.685197571
63.07,286,8,11841,0.752720209
83.93,171,6,6374,1.398214622
57.8,105,12,11808,0.754716294
75.53,31,12,10893,0.818098779
25.73,128,12,11214,0.794670055
19.27,5,10,15086,0.59070529
50.3,208,11,10389,0.857766869
39.4,279,11,11823,0.753724943
20.8,129,8,11520,0.773543403
54.93,94,15,11107,0.802281444
90.97,3,11,11336,0.786057692
74.9,137,8,11677,0.763095829
12.93,215,4,17036,0.523042381
17.7,71,6,13035,0.683568853
18.73,43,7,10309,0.864183723
40.83,84,6,14394,0.61892872
39.2,200,8,13436,0.663023221
42.1,377,10,13567,0.656593204
33.77,145,6,14692,0.606295943
14.1,4,7,13621,0.653913075
17.63,180,5,13215,0.674
12.37,20,12,11509,0.773861326
38,214,9,11150,0.798700448
25.03,3,13,15213,0.585367778
12.4,1,15,16420,0.542334957
69.27,132,9,15086,0.590252552
86.87,243,7,15432,0.577014645
17.87,413,5,12148,0.732988969
14.97,131,7,15485,0.574977075
13.03,218,7,10946,0.813372008
17.33,8,14,17374,0.512433521
22.93,85,6,15296,0.581969142
31.07,11,9,12847,0.692893282
50.03,132,12,18586,0.478860971
34.77,96,12,15031,0.592053756
42.23,186,3,21620,0.411572618
17.13,354,7,14574,0.61051187
98.07,13,12,16646,0.534492371
39.03,130,7,10570,0.841697256
94.7,13,6,11877,0.749023322
81,142,6,10333,0.860824543
88.87,1,9,15236,0.583775925
112.9,25,5,11044,0.805288845
81.7,114,10,13684,0.649921806
81.13,161,11,12141,0.732482497
96.43,78,10,12516,0.710512943
18.27,41,8,11816,0.752558395
23.3,60,7,16585,0.536115164
99.6,72,8,14028,0.633782435
53.07,139,12,15354,0.579038687
41.47,133,7,13015,0.683091049
25.3,216,12,11357,0.782737519
33.6,64,9,10893,0.816001102
12.37,30,14,15995,0.555708034
61.97,8,8,11273,0.78845915
19.73,242,8,13775,0.645229038
62.9,3,7,12002,0.740538244
18.3,57,8,15769,0.563629273
12.83,193,7,9293,0.956386527
111.23,72,10,13199,0.673307069
106.9,356,10,13446,0.660917745
20.43,2,9,11509,0.772092276
44.57,124,6,13450,0.660669888
93.3,9,9,14601,0.608572016
93.83,68,9,13535,0.656497968
93.67,9,6,11866,0.748819316
33.27,163,6,14384,0.617727336
72.67,31,18,12962,0.685489894
34.77,93,8,9562,0.929187408
63.37,343,13,15593,0.569784519
69.8,43,11,12664,0.701551642
37.13,126,7,10582,0.83951805
12.37,252,7,12407,0.716001451
